2L,2750,RMF,4197,ZRH,1678,,0,319,59.68
2L,2750,TFS,1056,GVA,1665,,0,319,39.67
2L,2750,ZRH,1678,BDS,1506,,0,100,48.64
2L,2750,ZRH,1678,BOD,1264,,0,100,72.46
2L,2750,ZRH,1678,BRS,490,,0,100,54.37
2L,2750,ZRH,1678,LCA,1197,,0,319,82.36
2L,2750,ZRH,1678,LPA,1054,,0,319,77.65
2L,2750,ZRH,1678,RMF,4197,,0,319,44.21
2N,3652,AJR,730,LYC,719,,0,ATP,27.22
2N,3652,ARN,737,GEV,715,,0,ATP,20.89
2N,3652,ARN,737,HAD,709,,0,SF3,39.98
2N,3652,ARN,737,JKG,688,,0,ATP SF3,67.66
2N,3652,ARN,737,KRF,718,,0,ATP,74.97
2N,3652,ARN,737,KSD,5595,,0,SF3,65.37
2N,3652,ARN,737,LYC,719,,0,ATP,61.57
2N,3652,ARN,737,MHQ,442,,0,SF3,31.29
2N,3652,ARN,737,OER,722,,0,ATR,29.18
2N,3652,ARN,737,POR,448,,0,SF3,96.09
2N,3652,ARN,737,TRF,664,,0,SF3,28.01
2N,3652,ARN,737,VBY,746,,0,SF3 ATP,80.00
2N,3652,ARN,737,VHM,729,,0,SF3,68.21
2N,3652,ARN,737,VXO,711,,0,SF3,22.81
2N,3652,GEV,715,ARN,737,,0,ATP,25.69
2N,3652,GEV,715,KRF,718,,0,ATP,27.34
2N,3652,HAD,709,ARN,737,,0,SF3 ATP,23.81
2N,3652,HAD,709,JKG,688,,0,ATP SF3,67.05
2N,3652,HAD,709,VXO,711,,0,SF3,28.75
2N,3652,HMV,5599,VHM,729,,0,SF3,81.35
2N,3652,JKG,688,ARN,737,,0,ATP SF3,99.77
2N,3652,JKG,688,HAD,709,,0,ATP SF3,69.97
2N,3652,KOK,435,POR,448,,0,SF3,29.19
2N,3652,KRF,718,ARN,737,,0,ATP,81.03
2N,3652,KRF,718,GEV,715,,0,ATP,84.51
2N,3652,KSD,5595,ARN,737,,0,SF3,50.66
2N,3652,LYC,719,AJR,730,,0,ATP,58.32
2N,3652,LYC,719,ARN,737,,0,ATP,89.42
2N,3652,MHQ,442,ARN,737,,0,SF3,27.88
2N,3652,MHQ,442,TKU,460,,0,SF3,39.60
2N,3652,OER,722,ARN,737,,0,ATR,71.62
2N,3652,OSL,644,VXO,711,,0,SF3,43.37
2N,3652,POR,448,ARN,737,,0,SF3,33.60
2N,3652,POR,448,KOK,435,,0,SF3,76.63
2N,3652,TKU,460,MHQ,442,,0,SF3,59.79
2N,3652,TRF,664,ARN,737,,0,SF3,79.75
2N,3652,VBY,746,ARN,737,,0,SF3 ATP,70.82
2N,3652,VHM,729,ARN,737,,0,SF3,24.07
2N,3652,VHM,729,HMV,5599,,0,SF3,87.30
2N,3652,VXO,711,ARN,737,,0,SF3,63.35
2N,3652,VXO,711,OSL,644,,0,SF3,69.48
2O,146,ADQ,3531,AOS,7167,,0,BNI,37.59
2O,146,ADQ,3531,KKB,7168,,0,BNI,75.33
2O,146,ADQ,3531,KLN,7162,,0,BNI,84.33
2O,146,ADQ,3531,KOZ,7164,,0,BNI,32.59
2O,146,ADQ,3531,OLH,7163,,0,BNI,34.29
2O,146,AOS,7167,KZB,7176,,0,BNI,91.88
2O,146,KKB,7168,SYB,7173,,0,BNI,28.08
2O,146,KLN,7162,KYK,7161,,0,BNI,25.67
2O,146,KOZ,7164,ORI,7165,,0,BNI,95.42
2O,146,SYB,7173,KPR,7172,,0,BNI,36.24
2P,897,BSO,6019,MNL,2397,,0,DH4,40.15
2P,897,BXU,4200,MNL,2397,,0,320,53.82
2P,897,CBO,2399,MNL,2397,,0,320,95.82
2P,897,CGY,2400,MNL,2397,,0,320,59.85
2P,897,CRM,6024,MNL,2397,,0,DH4,56.37
2P,897,DGT,2425,MNL,2397,,0,320,57.84
2P,897,DWC,8076,MNL,2397,,0,330,41.28
2P,897,GES,2402,MNL,2397,Y,0,320,66.91
2P,897,KLO,2430,MNL,2397,,0,320,96.62
2P,897,LGP,4203,MNL,2397,,0,320,75.13
2P,897,MNL,2397,BSO,6019,,0,DH4,82.91
2P,897,MNL,2397,BXU,4200,,0,320,38.82
2P,897,MNL,2397,CBO,2399,,0,320,55.79
2P,897,MNL,2397,CGY,2400,,0,320,34.41
2P,897,MNL,2397,CRM,6024,,0,DH4,27.20
2P,897,MNL,2397,DGT,2425,,0,320,37.89
2P,897,MNL,2397,DWC,8076,,0,330,68.18
2P,897,MNL,2397,GES,2402,Y,0,320,35.18
2P,897,MNL,2397,KLO,2430,,0,320,51.31
2P,897,MNL,2397,LGP,4203,,0,320,28.49
2P,897,MNL,2397,MPH,2426,,0,DH3,82.92
2P,897,MNL,2397,OZC,4204,,0,320,33.65
2P,897,MNL,2397,PPS,2433,,0,320,24.36
2P,897,MNL,2397,RXS,6026,,0,320,47.74
2P,897,MNL,2397,SUG,6016,,0,DH4,62.66
2P,897,MNL,2397,TUG,6021,,0,DH4,21.40
2P,897,MNL,2397,ZAM,2404,,0,320,61.70
2P,897,MPH,2426,MNL,2397,,0,DH3,98.53
2P,897,OZC,4204,MNL,2397,,0,320,25.00
2P,897,PPS,2433,MNL,2397,,0,320,57.59
2P,897,RXS,6026,MNL,2397,,0,320,92.57
2P,897,SUG,6016,MNL,2397,,0,DH4,38.81
2P,897,TUG,6021,MNL,2397,,0,DH4,51.01
2P,897,ZAM,2404,MNL,2397,,0,320,97.78
2Z,1729,AUX,7376,PMW,4214,,0,AT7,38.48
2Z,1729,BRA,7373,BSB,2531,,0,AT7,81.93
2Z,1729,BRA,7373,SSA,2621,,0,AT7,78.52
2Z,1729,BSB,2531,BRA,7373,,0,AT7,38.79
2Z,1729,BSB,2531,OPS,7367,,0,AT7,67.65
2Z,1729,BSB,2531,RAO,2613,,0,AT7,54.08
2Z,1729,CAC,2535,GRU,2564,,0,AT7,85.67
2Z,1729,CGB,2548,GYN,2562,,0,AT7,37.09
2Z,1729,CGB,2548,OPS,7367,,0,AT7,48.00
2Z,1729,CGR,2538,DOU,7380,,0,AT7,77.27
2Z,1729,DOU,7380,CGR,2538,,0,AT7,26.25
2Z,1729,DOU,7380,GRU,2564,,0,AT7,44.62
2Z,1729,GIG,2560,RAO,2613,,0,AT7,61.32
2Z,1729,GRU,2564,CAC,2535,,0,AT7,64.78
2Z,1729,GRU,2564,DOU,7380,,0,AT7,34.80
2Z,1729,GRU,2564,RAO,2613,,0,AT7,37.38
2Z,1729,GRU,2564,UBA,2635,,0,AT7,68.99
2Z,1729,GRU,2564,UDI,2633,,0,AT7,58.19
2Z,1729,GRU,2564,VDC,6039,,0,AT7,20.74
2Z,1729,GYN,2562,CGB,2548,,0,AT7,90.97
2Z,1729,GYN,2562,PMW,4214,,0,AT7,86.03
2Z,1729,GYN,2562,RAO,2613,,0,AT7,36.09
2Z,1729,GYN,2562,UDI,2633,,0,AT7,69.39
2Z,1729,OPS,7367,BSB,2531,,0,AT7,74.95
2Z,1729,OPS,7367,CGB,2548,,0,AT7,94.07
2Z,1729,PLU,2528,RAO,2613,,0,AT7,81.10
2Z,1729,PMW,4214,AUX,7376,,0,AT7,73.10
2Z,1729,PMW,4214,GYN,2562,,0,AT7,52.06
2Z,1729,RAO,2613,BSB,2531,,0,AT7,76.50
2Z,1729,RAO,2613,GIG,2560,,0,AT7,49.64
2Z,1729,RAO,2613,GRU,2564,,0,AT7,90.12
2Z,1729,RAO,2613,GYN,2562,,0,AT7,22.45
2Z,1729,RAO,2613,PLU,2528,,0,AT7,65.39
2Z,1729,RAO,2613,SJP,2619,,0,AT7,48.44
2Z,1729,RAO,2613,UDI,2633,,0,AT7,42.74
2Z,1729,SJP,2619,RAO,2613,,0,AT7,39.37
2Z,1729,SSA,2621,BRA,7373,,0,AT7,57.62
2Z,1729,SSA,2621,VDC,6039,,0,AT7,72.59
2Z,1729,UBA,2635,GRU,2564,,0,AT7,91.33
2Z,1729,UBA,2635,UDI,2633,,0,AT7,42.79
2Z,1729,UDI,2633,GRU,2564,,0,AT7,23.33
2Z,1729,UDI,2633,GYN,2562,,0,AT7,26.42
2Z,1729,UDI,2633,RAO,2613,,0,AT7,95.37
2Z,1729,UDI,2633,UBA,2635,,0,AT7,94.51
2Z,1729,VDC,6039,GRU,2564,,0,AT7,61.14
2Z,1729,VDC,6039,SSA,2621,,0,AT7,29.04
3E,10739,BRL,5726,ORD,3830,,0,CNC,63.71
3E,10739,BRL,5726,STL,3678,,0,CNC,23.02
3E,10739,DEC,4042,ORD,3830,,0,CNC,27.12
3E,10739,DEC,4042,STL,3678,,0,CNC,68.88
3E,10739,JBR,3591,STL,3678,,0,CNC,31.15
3E,10739,ORD,3830,BRL,5726,,0,CNC,35.58
3E,10739,ORD,3830,DEC,4042,,0,CNC,44.69
3E,10739,STL,3678,BRL,5726,,0,CNC,51.68
3E,10739,STL,3678,DEC,4042,,0,CNC,33.10
3E,10739,STL,3678,JBR,3591,,0,CNC,36.60
3F,16262,CGA,7144,HYL,7145,,0,DHP,96.28
3F,16262,CGA,7144,KTN,3808,,0,DHP,20.33
3F,16262,HYL,7145,CGA,7144,,0,DHP,22.58
3F,16262,HYL,7145,KTB,7147,,0,DHP,78.67
3F,16262,HYL,7145,KTN,3808,,0,DHP,92.84
3F,16262,KTB,7147,HYL,7145,,0,DHP,63.06
3F,16262,KTB,7147,KTN,3808,,0,DHP,32.63
3F,16262,KTN,3808,CGA,7144,,0,DHP,39.08
3F,16262,KTN,3808,HYL,7145,,0,DHP,72.29
3F,16262,KTN,3808,KTB,7147,,0,DHP,53.20
3F,16262,KTN,3808,MTM,7146,,0,DHP,45.21
3F,16262,MTM,7146,KTN,3808,,0,DHP,76.08
3G,595,ACC,248,DKR,1084,,0,319,41.86
3G,595,ACC,248,LOS,273,,0,319,55.63
3G,595,ACC,248,ROB,1063,,0,319,90.58
3G,595,BCN,1218,BJL,1050,,0,319,64.36
3G,595,BJL,1050,BCN,1218,,0,319,69.31
3G,595,BJL,1050,DKR,1084,,0,319,37.43
3G,595,BJL,1050,FNA,1059,,0,319,84.22
3G,595,CKY,4162,OXB,5665,,0,319,99.39
3G,595,DKR,1084,ACC,248,,0,319,75.99
3G,595,DKR,1084,BJL,1050,,0,319,55.62
3G,595,DKR,1084,DLA,897,,0,319,45.19
3G,595,DKR,1084,FNA,1059,,0,319,84.76
3G,595,DKR,1084,LOS,273,,0,319,25.53
3G,595,DKR,1084,OXB,5665,,0,319,34.12
3G,595,DLA,897,DKR,1084,,0,319,64.49
3G,595,DLA,897,LOS,273,,0,319,45.64
3G,595,FNA,1059,BJL,1050,,0,319,39.97
3G,595,FNA,1059,DKR,1084,,0,319,51.46
3G,595,FNA,1059,LGW,502,,0,319,74.92
3G,595,FNA,1059,ROB,1063,,0,319,61.84
3G,595,LGW,502,FNA,1059,,0,319,82.75
3G,595,LOS,273,ACC,248,,0,319,92.52
3G,595,LOS,273,DKR,1084,,0,319,23.24
3G,595,LOS,273,DLA,897,,0,319,46.33
3G,595,LOS,273,ROB,1063,,0,319,55.93
3G,595,OXB,5665,CKY,4162,,0,319,65.24
3G,595,OXB,5665,DKR,1084,,0,319,54.94
3G,595,ROB,1063,ACC,248,,0,319,34.00
3G,595,ROB,1063,FNA,1059,,0,319,70.47
3G,595,ROB,1063,LOS,273,,0,319,87.94
3H,\N,AKV,5506,YIK,5504,,0,DH8,88.70
3H,\N,AKV,5506,YPX,6727,,0,DH8,60.20
3H,\N,XGR,5512,YVP,154,,0,DHT BET,67.95
3H,\N,YGL,62,YGW,5496,,0,DHT,66.83
3H,\N,YGL,62,YPX,6727,,0,73M,72.08
3H,\N,YGL,62,YUL,146,,0,73M,62.52
3H,\N,YGW,5496,YGL,62,,0,DHT,63.14
3H,\N,YGW,5496,YPH,5520,,0,BET,69.34
3H,\N,YGW,5496,YSK,5529,,0,DH8,48.54
3H,\N,YGW,5496,YUD,5515,,0,DH8,73.12
3H,\N,YGW,5496,YUL,146,,0,DH8,38.00
3H,\N,YGW,5496,YUY,149,,0,DH8,28.41
3H,\N,YIK,5504,AKV,5506,,0,DH8,34.24
3H,\N,YIK,5504,YZG,5535,,0,DH8,67.91
3H,\N,YKG,5481,YPJ,5508,,0,DHT DH8,55.87
3H,\N,YKG,5481,YQC,5499,,0,DH8,60.97
3H,\N,YKG,5481,YVP,154,,0,DH8 DHT,97.78
3H,\N,YKL,80,YQB,111,,0,DH8,62.92
3H,\N,YKL,80,YVP,154,,0,DH8 BET,70.16
3H,\N,YKL,80,YWK,161,,0,BET,46.83
3H,\N,YKL,80,YZV,202,,0,BET DH8,30.93
3H,\N,YPH,5520,YPX,6727,,0,DH8 BET,97.97
3H,\N,YPH,5520,YUD,5515,,0,DH8,60.21
3H,\N,YPH,5520,YVP,154,,0,BET,79.69
3H,\N,YPJ,5508,YKG,5481,,0,DHT DH8,68.34
3H,\N,YPJ,5508,YTQ,6728,,0,DHT DH8,85.16
3H,\N,YPJ,5508,YVP,154,,0,DHT,37.45
3H,\N,YPX,6727,AKV,5506,,0,DH8,23.71
3H,\N,YPX,6727,YGL,62,,0,73M,63.19
3H,\N,YPX,6727,YPH,5520,,0,DH8,95.66
3H,\N,YPX,6727,YVP,154,,0,BET,67.57
3H,\N,YQB,111,YKL,80,,0,DH8,85.42
3H,\N,YQB,111,YUL,146,,0,DH8,71.78
3H,\N,YQC,5499,YKG,5481,,0,DH8,29.86
3H,\N,YQC,5499,YWB,7253,,0,DH8,49.71
3H,\N,YSK,5529,YGW,5496,,0,DH8,39.71
3H,\N,YSK,5529,YUD,5515,,0,DH8,63.89
3H,\N,YTQ,6728,YPJ,5508,,0,DHT DH8,91.77
3H,\N,YTQ,6728,YVP,154,,0,DHT DH8,79.20
3H,\N,YUD,5515,YGW,5496,,0,DH8,34.08
3H,\N,YUD,5515,YPH,5520,,0,DH8,91.86
3H,\N,YUD,5515,YSK,5529,,0,DH8,63.95
3H,\N,YUL,146,YGL,62,,0,73M,72.15
3H,\N,YUL,146,YGW,5496,,0,DH8,21.03
3H,\N,YUL,146,YQB,111,,0,DH8,87.30
3H,\N,YUL,146,YUY,149,,0,DH8,46.15
3H,\N,YUY,149,YGW,5496,,0,DH8,89.11
3H,\N,YUY,149,YUL,146,,0,DH8,85.18
3H,\N,YVP,154,XGR,5512,,0,DHT BET,95.98
3H,\N,YVP,154,YGW,5496,,0,BET,97.64
3H,\N,YVP,154,YKG,5481,,0,DH8,26.53
3H,\N,YVP,154,YKL,80,,0,DH8 BET,78.14
3H,\N,YVP,154,YPH,5520,,0,BET,70.13
3H,\N,YVP,154,YPJ,5508,,0,DHT,23.03
3H,\N,YVP,154,YPX,6727,,0,BET,80.34
3H,\N,YVP,154,YTQ,6728,,0,DHT DH8,95.89
3H,\N,YWB,7253,YQC,5499,,0,DH8,90.07
3H,\N,YWB,7253,YZG,5535,,0,DH8,24.51
3H,\N,YWK,161,YKL,80,,0,BET,82.15
3H,\N,YWK,161,YZV,202,,0,BET,29.79
3H,\N,YZG,5535,YIK,5504,,0,DH8,75.37
3H,\N,YZG,5535,YWB,7253,,0,DH8,60.80
3H,\N,YZV,202,YKL,80,,0,BET DH8,88.71
3H,\N,YZV,202,YWK,161,,0,BET,36.04
3J,5521,JIB,4119,DXB,2188,,0,737,26.46
3J,5521,JIB,4119,JED,2072,,0,737,67.83
3J,5521,JIB,4119,MGQ,5687,,0,737,81.03
3J,5521,MGQ,5687,NBO,4059,,0,737,30.50
3J,5521,NBO,4059,MGQ,5687,,0,737,55.16
3K,3021,BKK,3885,SIN,3316,,0,320,29.34
3K,3021,DRW,3999,SIN,3316,,0,320,20.77
3K,3021,HAK,4120,SIN,3316,,0,320,88.00
3K,3021,HGH,3386,SIN,3316,,0,320,92.63
3K,3021,HKG,3077,SIN,3316,,0,320,35.87
3K,3021,HKT,3179,SIN,3316,,0,320,98.83
3K,3021,KIX,3992,MNL,2397,,0,320,45.99
3K,3021,KIX,3992,TPE,2276,,0,320,63.26
3K,3021,KUL,3304,SIN,3316,,0,320,87.99
3K,3021,MNL,2397,KIX,3992,,0,320,99.65
3K,3021,MNL,2397,SIN,3316,,0,320,81.96
3K,3021,PEN,3308,SIN,3316,,0,320,61.12
3K,3021,PER,3351,SIN,3316,,0,320,56.20
3K,3021,PNH,3034,SIN,3316,,0,320,99.21
3K,3021,REP,3035,SIN,3316,,0,320,36.56
3K,3021,RGN,3239,SIN,3316,,0,320,60.81
3K,3021,SGN,3205,SIN,3316,,0,320,44.86
3K,3021,SIN,3316,BKK,3885,,0,320,53.21
3K,3021,SIN,3316,DRW,3999,,0,320,50.73
3K,3021,SIN,3316,HAK,4120,,0,320,56.79
3K,3021,SIN,3316,HGH,3386,,0,320,54.60
3K,3021,SIN,3316,HKG,3077,,0,320,98.95
3K,3021,SIN,3316,HKT,3179,,0,320,98.81
3K,3021,SIN,3316,KUL,3304,,0,320,32.26
3K,3021,SIN,3316,MNL,2397,,0,320,34.42
3K,3021,SIN,3316,PEN,3308,,0,320,80.69
3K,3021,SIN,3316,PER,3351,,0,320,71.53
3K,3021,SIN,3316,PNH,3034,,0,320,64.83
3K,3021,SIN,3316,REP,3035,,0,320,78.61
3K,3021,SIN,3316,RGN,3239,,0,320,55.53
3K,3021,SIN,3316,SGN,3205,,0,320,91.52
3K,3021,SIN,3316,SWA,4302,,0,320,30.33
3K,3021,SIN,3316,TPE,2276,,0,320,86.41
3K,3021,SWA,4302,SIN,3316,,0,320,31.66
3K,3021,TPE,2276,KIX,3992,,0,320,64.94
3K,3021,TPE,2276,SIN,3316,,0,320,22.02
3L,2916,ACH,1679,EBA,1558,,0,DH3,92.85
3L,2916,DRS,338,ZRH,1678,,0,DH3,85.02
3L,2916,DUS,345,FDH,382,,0,DH3,57.33
3L,2916,EBA,1558,ACH,1679,,0,DH3,85.30
3L,2916,EBA,1558,FDH,382,,0,DH3,65.03
3L,2916,EBA,1558,MUC,346,,0,DH3,90.76
3L,2916,EBA,1558,ZRH,1678,,0,DH3,76.81
3L,2916,FDH,382,DUS,345,,0,DH3,57.84
3L,2916,FDH,382,EBA,1558,,0,DH3,37.37
3L,2916,FDH,382,HAM,342,,0,AT7,94.15
3L,2916,FDH,382,OLB,1520,,0,AT7,22.52
3L,2916,FDH,382,TXL,351,,0,AT7,39.02
3L,2916,FDH,382,ZAD,1209,,0,AT7,92.24
3L,2916,FMM,3986,NAP,1561,,0,AT7,47.64
3L,2916,GRZ,1609,ZRH,1678,,0,DH3,94.56
3L,2916,HAM,342,FDH,382,,0,AT7,63.01
3L,2916,MUC,346,EBA,1558,,0,DH3,24.29
3L,2916,NAP,1561,FMM,3986,,0,AT7,80.68
3L,2916,OLB,1520,FDH,382,,0,AT7,69.00
3L,2916,SZG,1612,ZRH,1678,,0,DH3,90.90
3L,2916,TXL,351,FDH,382,,0,AT7,36.01
3L,2916,ZAD,1209,FDH,382,,0,AT7,80.38
3L,2916,ZRH,1678,DRS,338,,0,DH3,72.63
3L,2916,ZRH,1678,EBA,1558,,0,DH3,69.65
3L,2916,ZRH,1678,GRZ,1609,,0,DH3,23.31
3L,2916,ZRH,1678,SZG,1612,,0,DH3,92.15
3M,20710,ATL,3682,LWB,6958,,0,SF3,99.80
3M,20710,ATL,3682,MCN,3754,,0,SF3,27.41
3M,20710,ATL,3682,MEI,4335,,0,SF3,35.45
3M,20710,ATL,3682,MSL,5756,,0,SF3,59.32
3M,20710,ATL,3682,PIB,5759,,0,SF3,57.07
3M,20710,ATL,3682,TUP,5773,,0,SF3,46.01
3M,20710,BIM,1937,FLL,3533,,0,SF3,21.58
3M,20710,ELH,1943,FLL,3533,,0,SF3,23.25
3M,20710,ELH,1943,PBI,3722,,0,SF3,58.35
3M,20710,EYW,3875,FLL,3533,,0,SF3,59.31
3M,20710,EYW,3875,RSW,3793,,0,SF3,94.46
3M,20710,EYW,3875,TPA,3646,,0,SF3,81.02
3M,20710,FLL,3533,BIM,1937,,0,SF3,57.47
3M,20710,FLL,3533,ELH,1943,,0,SF3,60.77
3M,20710,FLL,3533,EYW,3875,,0,SF3,46.95
3M,20710,FLL,3533,FPO,1948,,0,SF3,64.62
3M,20710,FLL,3533,GGT,1941,,0,SF3,37.23
3M,20710,FLL,3533,GHB,1944,,0,SF3,55.10
3M,20710,FLL,3533,MCO,3878,,0,SF3,54.66
3M,20710,FLL,3533,MHH,1930,,0,SF3,49.29
3M,20710,FLL,3533,TCB,1934,,0,SF3,34.59
3M,20710,FLL,3533,TPA,3646,,0,SF3,65.97
3M,20710,FPO,1948,FLL,3533,,0,SF3,70.82
